country,city,aqi_value,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm2.5_aqi_value,pollution_spread,pm25_dominance,kmeans_cluster,risk_level,risk_label,dbscan_cluster
Afghanistan,Acin,62.0,0.0,46.0,0.0,62.0,31.85383284106744,0.5740740687585735,2,0,Low Risk,0
Afghanistan,Anar Darreh,126.0,1.0,42.0,0.0,126.0,59.162910678904225,0.7455621257659046,1,1,Moderate Risk,0
Afghanistan,Andarab,104.0,0.0,34.0,0.0,104.0,49.02720333311565,0.7536231829447596,1,1,Moderate Risk,0
Afghanistan,Asadabad,131.0,1.0,43.0,0.0,131.0,61.52167639675196,0.7485714242938776,1,1,Moderate Risk,0
Afghanistan,Asmar,151.0,2.0,48.0,1.0,151.0,70.4958627627655,0.7475247487746299,0,3,Severe Risk,0
Afghanistan,Aybak,74.0,1.0,41.0,0.0,74.0,35.56215216584433,0.6379310289833532,1,1,Moderate Risk,0
Afghanistan,Azrow,72.0,0.0,48.0,0.0,72.0,36.0,0.599999995,1,1,Moderate Risk,0
Afghanistan,Baglan,72.0,1.0,44.0,0.0,72.0,35.11291310425079,0.6153846101249179,1,1,Moderate Risk,0
Afghanistan,Bagrami,102.0,1.0,40.0,0.0,102.0,47.93311311956833,0.7132867082986943,1,1,Moderate Risk,0
Afghanistan,Baraki Barak,67.0,0.0,41.0,0.0,67.0,32.93427798915086,0.6203703646262003,1,1,Moderate Risk,0
Afghanistan,Cah Ab,123.0,1.0,47.0,0.0,123.0,57.81796145374434,0.7192982414076127,1,1,Moderate Risk,0
Afghanistan,Carikar,67.0,0.0,37.0,0.0,67.0,32.424270744819125,0.6442307630362427,1,1,Moderate Risk,0
Afghanistan,Ciras,90.0,0.0,26.0,0.0,90.0,42.473521163190604,0.7758620622770512,1,1,Moderate Risk,0
Afghanistan,Dawlatabad,92.0,1.0,43.0,0.0,92.0,43.55073669487884,0.6764705832612458,1,1,Moderate Risk,0
Afghanistan,Deh Rawud,49.0,0.0,49.0,0.0,47.0,27.72483844257107,0.48958332823350703,2,0,Low Risk,0
Afghanistan,Eskasem,85.0,0.0,14.0,0.0,85.0,40.705241267761416,0.8585858499132742,1,1,Moderate Risk,0
Afghanistan,Farah,103.0,1.0,42.0,0.0,103.0,48.45960517104255,0.7054794472227435,1,1,Moderate Risk,0
Afghanistan,Gardez,82.0,0.0,40.0,0.0,82.0,39.17056718166503,0.672131142031712,1,1,Moderate Risk,0
Afghanistan,Gazni,83.0,0.0,40.0,0.0,83.0,39.60955271985114,0.6747967424813273,1,1,Moderate Risk,0
Afghanistan,Geresk,106.0,1.0,39.0,0.0,106.0,49.76277055523872,0.7260273922874836,1,1,Moderate Risk,0
Afghanistan,Herat,83.0,1.0,41.0,0.0,83.0,39.4324316605845,0.6639999946880001,1,1,Moderate Risk,0
Afghanistan,Jurm,128.0,0.0,26.0,0.0,128.0,60.91250555783544,0.831168825771631,1,1,Moderate Risk,0
Afghanistan,Kabul,64.0,0.0,41.0,0.0,64.0,31.731950249971504,0.609523803718821,1,1,Moderate Risk,0
Afghanistan,Kholm,123.0,1.0,35.0,0.0,123.0,57.8352545310096,0.7735849007950635,1,1,Moderate Risk,0
Afghanistan,Khowst,94.0,1.0,54.0,0.0,94.0,45.4706865280626,0.630872478987433,1,1,Moderate Risk,0
Afghanistan,Kuhestan,151.0,1.0,41.0,0.0,151.0,71.11200086248921,0.7823834156353191,0,3,Severe Risk,0
Afghanistan,Kusk,198.0,1.0,35.0,0.0,198.0,94.41221672361404,0.8461538425378041,0,3,Severe Risk,0
Afghanistan,Lar Gerd,70.0,0.0,34.0,0.0,70.0,33.42653636459113,0.6730769166050297,1,1,Moderate Risk,0
Afghanistan,Mehtar Lam,63.0,1.0,45.0,0.0,63.0,31.752952618614856,0.5779816460735628,2,0,Low Risk,0
Afghanistan,Mirabad,165.0,1.0,45.0,0.0,165.0,77.71904528492357,0.781990517620898,0,3,Severe Risk,0
Afghanistan,Nahrin,99.0,1.0,49.0,0.0,99.0,47.09122352767375,0.6644295257420837,1,1,Moderate Risk,0
Afghanistan,Nuristan,59.0,0.0,37.0,0.0,59.0,29.13188402192118,0.6145833269314237,1,1,Moderate Risk,0
Afghanistan,Orgun,84.0,0.0,37.0,0.0,84.0,39.85285435197835,0.6942148702957449,1,1,Moderate Risk,0
Afghanistan,Pagman,87.0,0.0,39.0,0.0,87.0,41.31585652022719,0.6904761849962208,1,1,Moderate Risk,0
Afghanistan,Panjab,83.0,0.0,28.0,0.0,83.0,39.12693019732914,0.7477477410112816,1,1,Moderate Risk,0
Afghanistan,Qandahar,56.0,0.0,33.0,0.0,56.0,27.35415873317986,0.6292134760762531,1,1,Moderate Risk,0
Afghanistan,Qarqin,65.0,1.0,49.0,0.0,65.0,33.27035717672214,0.565217386389414,2,0,Low Risk,0
Afghanistan,Qunduz,117.0,1.0,44.0,0.0,117.0,54.96968861715215,0.7222222177640604,1,1,Moderate Risk,0
Afghanistan,Rostaq,113.0,1.0,42.0,0.0,113.0,53.07227776030219,0.7243589697156476,1,1,Moderate Risk,0
Afghanistan,Sahrak,68.0,0.0,32.0,0.0,68.0,32.39341496868358,0.6799999932,1,1,Moderate Risk,0
Afghanistan,Sangin,84.0,1.0,64.0,0.0,84.0,43.215545042650255,0.5637583854781316,1,1,Moderate Risk,0
Afghanistan,Sar E Pul,95.0,1.0,34.0,0.0,95.0,44.56081986079999,0.7307692251479291,1,1,Moderate Risk,0
Afghanistan,Shibarghan,95.0,1.0,43.0,0.0,95.0,44.887823144664374,0.6834532324931423,1,1,Moderate Risk,0
Afghanistan,Sindand,161.0,1.0,45.0,0.0,161.0,75.79522852176558,0.7777777740203973,0,3,Severe Risk,0
Afghanistan,Taloqan,127.0,1.0,29.0,0.0,127.0,60.02430063454856,0.8089171922998905,1,1,Moderate Risk,0
Afghanistan,Taywarah,62.0,0.0,39.0,0.0,62.0,30.630866784993206,0.6138613800607784,1,1,Moderate Risk,0
Afghanistan,Tokzar,77.0,1.0,40.0,0.0,77.0,36.737809769591145,0.6525423673513359,1,1,Moderate Risk,0
Afghanistan,Uruzgan,57.0,0.0,38.0,0.0,57.0,28.5,0.5999999936842106,2,0,Low Risk,0
Afghanistan,Zaranj,133.0,1.0,46.0,0.0,133.0,62.465990746965666,0.7388888847839507,1,1,Moderate Risk,0
Albania,Ballsh,55.0,1.0,49.0,0.0,55.0,29.837057495671385,0.5238095188208617,2,0,Low Risk,0
Albania,Berat,91.0,1.0,47.0,0.0,91.0,43.438654061407874,0.6546762542829047,1,1,Moderate Risk,0
Albania,Bulqize,65.0,1.0,42.0,0.0,65.0,32.01041497179733,0.6018518462791496,1,1,Moderate Risk,0
Albania,Burrel,113.0,1.0,43.0,0.0,113.0,53.09347103615158,0.7197452183455719,1,1,Moderate Risk,0
Albania,Cerrik,75.0,1.0,42.0,1.0,75.0,35.82713124621246,0.6302520955441,1,1,Moderate Risk,0
Albania,Corovode,59.0,1.0,40.0,1.0,59.0,29.055980451535273,0.5841584100578375,1,1,Moderate Risk,0
Albania,Elbasan,71.0,1.0,44.0,1.0,71.0,34.43230072669169,0.6068376016509607,1,1,Moderate Risk,0
Albania,Fier,52.0,1.0,40.0,2.0,52.0,26.158172719056658,0.5473684152908588,2,0,Low Risk,0
Albania,Fushe Kruje,74.0,1.0,41.0,1.0,74.0,35.29282268866197,0.6324786270728323,1,1,Moderate Risk,0
Albania,Gjirokaster,58.0,1.0,43.0,1.0,58.0,29.227555491350966,0.5631067906494487,2,0,Low Risk,0
Albania,Gramsh,68.0,1.0,39.0,1.0,68.0,32.540999779765016,0.6238532052857504,1,1,Moderate Risk,0
Albania,Kamze,60.0,1.0,44.0,2.0,60.0,29.88171124060111,0.5607476583107696,2,0,Low Risk,0
Albania,Kavaje,76.0,1.0,40.0,2.0,76.0,35.78058132562969,0.6386554568180214,1,1,Moderate Risk,0
Albania,Korce,44.0,1.0,41.0,0.0,44.0,24.28305307548181,0.5116279010275826,2,0,Low Risk,0
Albania,Kruje,51.0,1.0,49.0,0.0,51.0,28.59341416014068,0.5049504900499951,2,0,Low Risk,0
Albania,Kucove,67.0,1.0,40.0,2.0,67.0,31.984371183438952,0.6090909035537191,1,1,Moderate Risk,0
Albania,Kukes,59.0,1.0,41.0,0.0,59.0,29.511297271835858,0.5841584100578375,2,0,Low Risk,0
Albania,Lac,72.0,1.0,41.0,1.0,72.0,34.451656950960526,0.6260869510775048,1,1,Moderate Risk,0
Albania,Lezhe,72.0,1.0,42.0,1.0,72.0,34.57359300583804,0.620689649821641,1,1,Moderate Risk,0
Albania,Librazhd,67.0,1.0,42.0,0.0,67.0,32.80751946327752,0.6090909035537191,1,1,Moderate Risk,0
Albania,Lushnje,93.0,1.0,48.0,0.0,93.0,44.395945760846224,0.6549295728526087,1,1,Moderate Risk,0
Albania,Permet,58.0,1.0,38.0,0.0,58.0,28.616720054308576,0.5979381381655863,1,1,Moderate Risk,0
Albania,Peshkopi,115.0,1.0,39.0,0.0,115.0,53.97761881866718,0.7419354790842873,1,1,Moderate Risk,0
Albania,Pogradec,44.0,1.0,44.0,0.0,39.0,23.762715894162152,0.4642857087585035,2,0,Low Risk,0
Albania,Polican,63.0,1.0,39.0,1.0,63.0,30.48496897379647,0.6057692249445267,1,1,Moderate Risk,0
Albania,Rreshen,71.0,1.0,45.0,1.0,71.0,34.578413304642346,0.6016949101551279,1,1,Moderate Risk,0
Albania,Sarande,53.0,1.0,31.0,1.0,53.0,25.317977802344327,0.6162790626014063,1,1,Moderate Risk,0
Albania,Shijak,56.0,1.0,44.0,1.0,56.0,28.711205710198474,0.5490196024605921,2,0,Low Risk,0
Albania,Shkoder,97.0,1.0,46.0,0.0,97.0,45.9782557302906,0.6736111064332562,1,1,Moderate Risk,0
Albania,Tepelene,57.0,1.0,31.0,2.0,57.0,26.737925623852473,0.6263736194903998,1,1,Moderate Risk,0
Albania,Tirana,73.0,1.0,45.0,1.0,73.0,35.38361202590826,0.608333328263889,1,1,Moderate Risk,0
Albania,Vlore,55.0,1.0,46.0,0.0,55.0,29.103264421710495,0.5392156809880816,2,0,Low Risk,0
Algeria,Adrar,106.0,0.0,45.0,0.0,106.0,50.202091589892945,0.7019867503179685,1,1,Moderate Risk,0
Algeria,Aflu,36.0,0.0,36.0,0.0,5.0,17.327723451163457,0.12195121653777521,2,0,Low Risk,0
Algeria,Algiers,154.0,10.0,33.0,69.0,154.0,63.18491381123609,0.5789473662445588,3,2,High Risk,-1
Algeria,Birin,39.0,1.0,39.0,3.0,36.0,20.54872258803452,0.4556961967633393,2,0,Low Risk,0
Algeria,Constantine,74.0,3.0,34.0,16.0,74.0,30.901725949640202,0.5826771607663216,1,1,Moderate Risk,0
Algeria,Medea,70.0,1.0,57.0,1.0,70.0,36.47259244967377,0.5426356547082507,2,0,Low Risk,0
Algeria,Sidi Ali,38.0,1.0,38.0,3.0,38.0,20.800641015763592,0.4749999940625001,2,0,Low Risk,0
Algeria,Tazmalt,117.0,1.0,117.0,1.0,56.0,55.28939018172172,0.3199999981714286,2,0,Low Risk,0
Algeria,Timizart,91.0,3.0,28.0,18.0,91.0,38.72122587591117,0.6499999953571429,3,2,High Risk,0
Algeria,Tuggurt,164.0,1.0,47.0,0.0,164.0,77.17944458640957,0.773584902011392,0,3,Severe Risk,0
Algeria,Wahran,43.0,1.0,41.0,1.0,43.0,23.68543856465402,0.49999999418604657,2,0,Low Risk,0
Algeria,Warqla,126.0,1.0,51.0,0.0,126.0,59.321159799855565,0.7078651645625552,1,1,Moderate Risk,0
Andorra,Andorra La Vella,27.0,1.0,27.0,0.0,20.0,13.589211407093005,0.4166666579861113,2,0,Low Risk,0
Andorra,Encamp,32.0,1.0,32.0,0.0,24.0,16.214705259938174,0.42105262419205924,2,0,Low Risk,0
Andorra,Les Escaldes,29.0,0.0,29.0,0.0,22.0,14.997221964972935,0.43137254056132274,2,0,Low Risk,0
Angola,Benguela,92.0,3.0,12.0,2.0,92.0,43.400268816371785,0.8440366895042506,1,1,Moderate Risk,0
Angola,Caala,131.0,6.0,27.0,2.0,131.0,60.66575090883928,0.7891566217520686,3,2,High Risk,0
Angola,Cabinda,49.0,2.0,49.0,0.0,41.0,25.625508125043424,0.4456521690689982,2,0,Low Risk,0
Angola,Caconda,21.0,0.0,21.0,0.0,19.0,11.575836902790225,0.4749999881250003,2,0,Low Risk,0
Angola,Caluquembe,42.0,2.0,12.0,0.0,42.0,19.390719429665317,0.7499999866071432,1,1,Moderate Risk,0
Angola,Camabatela,198.0,12.0,29.0,8.0,198.0,91.28846221365181,0.8016194299529578,3,2,High Risk,0
Angola,Camacupa,154.0,4.0,28.0,3.0,154.0,72.09889042142049,0.8148148105036254,0,3,Severe Risk,0
Angola,Catabola,27.0,1.0,23.0,0.0,27.0,14.244882121894399,0.5294117543252598,2,0,Low Risk,0
Angola,Catumbela,53.0,1.0,20.0,0.0,53.0,24.77229635432829,0.7162162065376189,1,1,Moderate Risk,0
Angola,Caxito,285.0,23.0,31.0,14.0,285.0,131.3503584565595,0.8073654368063302,3,2,High Risk,-1
Angola,Huambo,28.0,1.0,21.0,0.0,28.0,14.153915830374764,0.5599999888000002,2,0,Low Risk,0
Angola,Kuito,76.0,2.0,20.0,1.0,76.0,35.264476932648996,0.767676759922457,1,1,Moderate Risk,0
Angola,Lobito,52.0,1.0,20.0,0.0,52.0,24.308777564218786,0.7123287573653595,1,1,Moderate Risk,0
Angola,Longonjo,28.0,0.0,28.0,0.0,16.0,13.613718571108091,0.36363635537190103,2,0,Low Risk,0
Angola,Luanda,164.0,8.0,7.0,11.0,164.0,77.68526243760782,0.8631578901939059,3,2,High Risk,0
Angola,Luau,54.0,1.0,20.0,0.0,54.0,25.237207980810133,0.7199999904000002,1,1,Moderate Risk,0
Angola,Lubango,40.0,1.0,14.0,0.0,40.0,18.625699092025155,0.727272714049587,1,1,Moderate Risk,0
Angola,Lucapa,172.0,5.0,33.0,6.0,172.0,79.72870666621068,0.7962962926097394,3,2,High Risk,0
Angola,Luena,66.0,1.0,22.0,0.0,66.0,30.88014464560251,0.741573025375584,1,1,Moderate Risk,0
Angola,Malanje,68.0,1.0,21.0,1.0,68.0,31.605642956071414,0.7472527390411787,1,1,Moderate Risk,0
Angola,Menongue,32.0,0.0,32.0,0.0,8.0,15.14375558880073,0.19999999500000012,2,0,Low Risk,0
Angola,Namibe,44.0,1.0,16.0,0.0,44.0,20.516253719104437,0.721311463585058,1,1,Moderate Risk,0
Angola,Ondjiva,20.0,0.0,20.0,0.0,12.0,9.797958971132712,0.3749999882812504,2,0,Low Risk,0
Angola,Saurimo,103.0,2.0,31.0,1.0,103.0,47.89832982474441,0.7518248120304758,1,1,Moderate Risk,0
Angola,Soyo,77.0,0.0,23.0,0.0,77.0,36.32262839241309,0.7699999923,1,1,Moderate Risk,0
Angola,Sumbe,58.0,2.0,14.0,1.0,58.0,26.825050481468498,0.7733333230222224,1,1,Moderate Risk,0
Angola,Uige,132.0,5.0,19.0,1.0,132.0,62.31305374210661,0.8407643258550043,1,1,Moderate Risk,0
Argentina,Alta Gracia,34.0,1.0,34.0,1.0,28.0,17.4928556845359,0.43749999316406263,2,0,Low Risk,0
Argentina,Azul,34.0,0.0,17.0,0.0,34.0,16.276260831857748,0.6666666535947715,1,1,Moderate Risk,0
Argentina,Bahia Blanca,18.0,0.0,10.0,3.0,18.0,8.0156097709407,0.5806451425598341,2,0,Low Risk,0
Argentina,Bell Ville,20.0,1.0,11.0,0.0,20.0,9.41629792788369,0.6249999804687506,2,0,Low Risk,0
Argentina,Campana,54.0,1.0,23.0,4.0,54.0,24.365275838099322,0.6585365773349198,1,1,Moderate Risk,0
Argentina,Catamarca,22.0,0.0,22.0,0.0,4.0,10.503967504392486,0.15384614792899431,2,0,Low Risk,0
Argentina,Chacabuco,17.0,0.0,17.0,1.0,17.0,9.535023160258536,0.4857142718367351,2,0,Low Risk,0
Argentina,Chivilcoy,16.0,0.0,16.0,1.0,14.0,8.421203397773187,0.45161288865764876,2,0,Low Risk,0
Argentina,Comodoro Rivadavia,11.0,0.0,11.0,1.0,4.0,4.96655480858378,0.24999998437500096,2,0,Low Risk,0
Argentina,Concepcion Del Uruguay,17.0,0.0,16.0,0.0,17.0,9.535023160258536,0.5151514995408637,2,0,Low Risk,0
Argentina,Concordia,19.0,0.0,17.0,0.0,19.0,10.424330514074594,0.5277777631172844,2,0,Low Risk,0
Argentina,Cordoba,41.0,1.0,12.0,4.0,41.0,18.266545011760343,0.7068965395362666,1,1,Moderate Risk,0
Argentina,Corrientes,13.0,1.0,12.0,0.0,13.0,6.95221787153807,0.49999998076923147,2,0,Low Risk,0
Argentina,Formosa,32.0,0.0,13.0,0.0,32.0,15.129992289048486,0.7111110953086424,1,1,Moderate Risk,0
Argentina,General Pico,15.0,0.0,15.0,0.0,14.0,8.381527307120106,0.48275860404280674,2,0,Low Risk,0
Argentina,General Roca,12.0,0.0,12.0,1.0,5.0,5.446711546122731,0.27777776234567986,2,0,Low Risk,0
Argentina,Goya,20.0,0.0,20.0,0.0,9.0,9.5,0.3103448168846615,2,0,Low Risk,0
Argentina,Gualeguay,15.0,0.0,15.0,1.0,14.0,8.103497187428813,0.4666666511111116,2,0,Low Risk,0
Argentina,Gualeguaychu,14.0,0.0,12.0,2.0,14.0,7.023769168568493,0.49999998214285774,2,0,Low Risk,0
Argentina,Jujuy,29.0,0.0,9.0,5.0,29.0,12.711543310445563,0.6744185889670096,1,1,Moderate Risk,0
Argentina,La Plata,43.0,1.0,12.0,8.0,43.0,18.565200420859092,0.6718749895019533,1,1,Moderate Risk,0
Argentina,La Rioja,11.0,0.0,11.0,0.0,5.0,5.228129047119374,0.3124999804687512,2,0,Low Risk,0
Argentina,Lambare,94.0,2.0,4.0,4.0,94.0,45.34313619501854,0.9038461451553256,1,1,Moderate Risk,0
Argentina,Libertador General San Martin,22.0,0.0,12.0,0.0,22.0,10.63014581273465,0.6470588044982705,2,0,Low Risk,0
Argentina,Lujan,22.0,0.0,14.0,3.0,22.0,10.1447851956888,0.5641025496383962,2,0,Low Risk,0
Argentina,Mar Del Plata,41.0,0.0,30.0,0.0,41.0,20.982135258357285,0.5774647805990876,2,0,Low Risk,0
Argentina,Mendoza,45.0,1.0,16.0,4.0,45.0,20.074859899884732,0.6818181714876035,1,1,Moderate Risk,0
Argentina,Mercedes,14.0,1.0,14.0,0.0,3.0,6.454972243679028,0.1666666574074079,2,0,Low Risk,0
Argentina,Necochea,23.0,0.0,23.0,0.0,17.0,11.803954139750516,0.4249999893750003,2,0,Low Risk,0
Argentina,Neuquen,16.0,0.0,16.0,1.0,4.0,7.365459931328117,0.19047618140589612,2,0,Low Risk,0
Argentina,Nueve De Julio,20.0,0.0,15.0,0.0,20.0,10.307764064044152,0.5714285551020413,2,0,Low Risk,0
Argentina,Obera,19.0,0.0,19.0,0.0,12.0,9.394147114027968,0.38709676170655605,2,0,Low Risk,0
Argentina,Olavarria,23.0,0.0,21.0,0.0,23.0,12.727922061357855,0.5227272608471077,2,0,Low Risk,0
Argentina,Parana,15.0,0.0,13.0,2.0,15.0,7.593857166596345,0.4999999833333339,2,0,Low Risk,0
Argentina,Pergamino,33.0,1.0,23.0,1.0,33.0,16.11417595369576,0.5689655074316292,2,0,Low Risk,0
Argentina,Posadas,31.0,0.0,13.0,1.0,31.0,14.430869689661812,0.6888888735802473,1,1,Moderate Risk,0
Argentina,Presidencia Roque Saenz Pena,22.0,0.0,22.0,0.0,17.0,11.4418821295566,0.4358974247205789,2,0,Low Risk,0
Argentina,Puerto Madryn,11.0,0.0,11.0,0.0,7.0,5.446711546122731,0.3888888672839518,2,0,Low Risk,0
Argentina,Punta Alta,20.0,0.0,20.0,0.0,5.0,9.464847243000456,0.19999999200000032,2,0,Low Risk,0
Argentina,Rafaela,24.0,0.0,24.0,0.0,9.0,11.324751652906125,0.2727272644628102,2,0,Low Risk,0
Argentina,Rawson,22.0,0.0,22.0,0.0,11.0,10.53169818531972,0.33333332323232356,2,0,Low Risk,0
Argentina,Reconquista,18.0,1.0,9.0,2.0,18.0,7.852812659593164,0.5999999800000007,2,0,Low Risk,0
Argentina,Resistencia,37.0,1.0,3.0,5.0,37.0,17.07825127659933,0.8043478086011346,1,1,Moderate Risk,0
Argentina,Rio Cuarto,21.0,0.0,15.0,1.0,21.0,10.404326023342406,0.567567552227904,2,0,Low Risk,0
Argentina,Rio Gallegos,17.0,0.0,17.0,0.0,4.0,8.05708797684788,0.19047618140589612,2,0,Low Risk,0
Argentina,Rio Tercero,25.0,1.0,25.0,0.0,24.0,13.868429375143148,0.47999999040000024,2,0,Low Risk,0
Argentina,Rivadavia,22.0,0.0,14.0,2.0,22.0,10.376254944182254,0.578947353185596,2,0,Low Risk,0
Argentina,Rosario,57.0,1.0,23.0,2.0,57.0,26.209095113465224,0.6867469796777472,1,1,Moderate Risk,0
Argentina,Salta,43.0,1.0,0.0,8.0,43.0,20.314198646923455,0.8269230610207104,1,1,Moderate Risk,0
Argentina,San Carlos De Bariloche,15.0,0.0,15.0,1.0,5.0,6.849574196011505,0.23809522675737013,2,0,Low Risk,0
Argentina,San Juan,26.0,1.0,8.0,4.0,26.0,11.206396982676159,0.6666666495726501,1,1,Moderate Risk,0
Argentina,San Ramon De La Nueva Oran,20.0,0.0,9.0,0.0,20.0,9.5,0.689655148632581,1,1,Moderate Risk,0
Argentina,Santiago Del Estero,20.0,0.0,15.0,0.0,20.0,10.307764064044152,0.5714285551020413,2,0,Low Risk,0
Argentina,Tandil,23.0,0.0,23.0,0.0,23.0,13.279056191361393,0.49999998913043503,2,0,Low Risk,0
Argentina,Tartagal,18.0,0.0,18.0,0.0,5.0,8.5,0.21739129489603065,2,0,Low Risk,0
Argentina,Trelew,18.0,0.0,18.0,0.0,2.0,8.717797887081348,0.09999999500000024,2,0,Low Risk,0
Argentina,Tres Arroyos,26.0,0.0,26.0,0.0,12.0,12.36931687685298,0.31578946537396146,2,0,Low Risk,0
Argentina,Tucuman,66.0,1.0,14.0,5.0,66.0,30.160680805755472,0.7674418515413738,1,1,Moderate Risk,0
Argentina,Ushuaia,13.0,0.0,13.0,0.0,0.0,6.5,0.0,2,0,Low Risk,0
Argentina,Veinticinco De Mayo,20.0,0.0,17.0,1.0,20.0,10.472185381603339,0.5263157756232691,2,0,Low Risk,0
Argentina,Venado Tuerto,19.0,0.0,19.0,0.0,15.0,9.9498743710662,0.44117645761245716,2,0,Low Risk,0
Argentina,Viedma,23.0,0.0,16.0,0.0,23.0,11.615363389350618,0.5897435746219597,2,0,Low Risk,0
Argentina,Villa Carlos Paz,60.0,1.0,7.0,11.0,60.0,27.146209066215242,0.7594936612722322,1,1,Moderate Risk,0
Argentina,Villa Constitucion,141.0,2.0,12.0,8.0,141.0,66.9595649129632,0.8650306695396892,3,2,High Risk,0
Argentina,Villa Maria,22.0,1.0,18.0,1.0,22.0,11.090536506409418,0.5238095113378688,2,0,Low Risk,0
Argentina,Villeta,90.0,2.0,5.0,3.0,90.0,43.35127833563081,0.8999999910000002,1,1,Moderate Risk,0
Argentina,Yacuiba,12.0,0.0,11.0,0.0,12.0,6.652067347825035,0.5217391077504736,2,0,Low Risk,0
Argentina,Zarate,24.0,0.0,14.0,3.0,24.0,10.965856099730654,0.585365839381321,2,0,Low Risk,0
Armenia,Abovyan,56.0,1.0,40.0,0.0,56.0,28.194266556636414,0.5773195816771177,2,0,Low Risk,0
Armenia,Alaverdi,53.0,1.0,31.0,0.0,53.0,25.591339680967597,0.6235294044290659,1,1,Moderate Risk,0
Armenia,Artashat,56.0,1.0,38.0,0.0,56.0,27.83732506306356,0.5894736780055403,2,0,Low Risk,0
Armenia,Ashtarak,39.0,1.0,29.0,1.0,39.0,19.485036994233976,0.5571428491836736,2,0,Low Risk,0
Armenia,Dilijan,32.0,1.0,27.0,0.0,32.0,16.87206764645835,0.5333333244444446,2,0,Low Risk,0
Armenia,Gavar,84.0,1.0,36.0,0.0,84.0,39.5506005011302,0.6942148702957449,1,1,Moderate Risk,0
Armenia,Goris,33.0,1.0,33.0,0.0,26.0,16.990193249832878,0.43333332611111125,2,0,Low Risk,0
Armenia,Gyumri,75.0,1.0,39.0,0.0,75.0,35.78058132562969,0.6521739073724008,1,1,Moderate Risk,0
Armenia,Hrazdan,31.0,0.0,31.0,0.0,30.0,17.613914953808536,0.4918032706261759,2,0,Low Risk,0
Armenia,Ijevan,36.0,1.0,36.0,0.0,36.0,20.5,0.4931506781760181,2,0,Low Risk,0
Armenia,Kapan,92.0,1.0,37.0,0.0,92.0,43.23964230502684,0.7076923022485208,1,1,Moderate Risk,0
Armenia,Martuni,43.0,0.0,33.0,0.0,43.0,22.315913604421397,0.5657894662396123,2,0,Low Risk,0
Armenia,Masis,100.0,1.0,40.0,0.0,100.0,47.01329599166602,0.7092198531261004,1,1,Moderate Risk,0
Armenia,Sevan,32.0,1.0,32.0,0.0,23.0,16.020819787597222,0.4107142783801022,2,0,Low Risk,0
Armenia,Sisian,45.0,1.0,37.0,0.0,45.0,23.613202521753237,0.5421686681666426,2,0,Low Risk,0
Armenia,Spitak,51.0,1.0,36.0,0.0,51.0,25.573423705088842,0.5795454479597109,2,0,Low Risk,0
Armenia,Vagharshapat,60.0,1.0,41.0,0.0,60.0,29.8942580885806,0.5882352883506344,1,1,Moderate Risk,0
Armenia,Vanadzor,30.0,1.0,27.0,0.0,30.0,16.217274740226856,0.5172413703923902,2,0,Low Risk,0
Armenia,Vardenis,30.0,0.0,30.0,0.0,24.0,15.7797338380595,0.44444443621399193,2,0,Low Risk,0
Armenia,Vedi,61.0,1.0,26.0,1.0,61.0,28.394541729001368,0.6853932507259185,1,1,Moderate Risk,0
Armenia,Yeghvard,89.0,1.0,40.0,0.0,89.0,42.01983658543506,0.6846153793491124,1,1,Moderate Risk,0
Armenia,Yerevan,52.0,1.0,37.0,0.0,52.0,26.13426869074396,0.5777777713580248,2,0,Low Risk,0
Aruba,Oranjestad,163.0,0.0,23.0,0.0,163.0,78.41981042228211,0.8763440813099781,0,3,Severe Risk,0
Australia,Adelaide,44.0,0.0,24.0,1.0,44.0,20.99801577927464,0.6376811501785341,1,1,Moderate Risk,0
Australia,Albury,24.0,0.0,11.0,3.0,24.0,10.723805294763608,0.6315789307479229,2,0,Low Risk,0
Australia,Alice Springs,52.0,0.0,18.0,0.0,52.0,24.515301344262525,0.7428571322448981,1,1,Moderate Risk,0
Australia,Armidale,26.0,0.0,26.0,0.0,3.0,12.579745625409124,0.10344827229488716,2,0,Low Risk,0
Australia,Bairnsdale,26.0,0.0,26.0,0.0,8.0,12.26104943849968,0.23529411072664383,2,0,Low Risk,0
Australia,Ballarat,22.0,0.0,13.0,6.0,22.0,9.464847243000456,0.5365853527662109,2,0,Low Risk,0
Australia,Ballina,34.0,0.0,34.0,1.0,15.0,15.88500340992514,0.29999999400000016,2,0,Low Risk,0
Australia,Batemans Bay,29.0,0.0,29.0,0.0,19.0,14.445299120013633,0.39583332508680574,2,0,Low Risk,0
Australia,Bendigo,23.0,0.0,23.0,0.0,23.0,13.279056191361393,0.49999998913043503,2,0,Low Risk,0
Australia,Bongaree,32.0,0.0,24.0,7.0,32.0,14.795832746644125,0.5079364998740238,2,0,Low Risk,0
Australia,Bowen,22.0,0.0,22.0,0.0,3.0,10.594810050208546,0.11999999520000018,2,0,Low Risk,0
Australia,Brisbane,31.0,0.0,30.0,6.0,31.0,16.070158679988197,0.46268656025840954,2,0,Low Risk,0
Australia,Broken Hill,126.0,0.0,15.0,0.0,126.0,60.91182151274086,0.8936170149388865,1,1,Moderate Risk,0
Australia,Buderim,32.0,0.0,32.0,1.0,16.0,15.063753405664428,0.32653060558100805,2,0,Low Risk,0
